m,TagName,
"2020-12-01 00:00:00","c","2649"
"2020-12-01 00:00:00","c#","5740"
"2020-12-01 00:00:00","c++","4452"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","535"
"2020-12-01 00:00:00","java","7826"
"2020-12-01 00:00:00","javascript","16028"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4794"
"2020-12-01 00:00:00","python","22224"
"2020-12-01 00:00:00","r","4343"
"2020-12-01 00:00:00","ruby","501"
"2020-12-01 00:00:00","swift","2099"
"2021-01-01 00:00:00","assembly","309"
"2021-01-01 00:00:00","c","2569"
"2021-01-01 00:00:00","c#","6193"
"2021-01-01 00:00:00","c++","4109"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","567"
"2021-01-01 00:00:00","java","8032"
"2021-01-01 00:00:00","javascript","16878"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4749"
"2021-01-01 00:00:00","python","22897"
"2021-01-01 00:00:00","r","4340"
"2021-01-01 00:00:00","ruby","523"
"2021-01-01 00:00:00","swift","2320"
"2021-02-01 00:00:00","assembly","244"
"2021-02-01 00:00:00","c","2241"
"2021-02-01 00:00:00","c#","5803"
"2021-02-01 00:00:00","c++","4093"
"2021-02-01 00:00:00","delphi","187"
"2021-02-01 00:00:00","go","570"
"2021-02-01 00:00:00","java","7593"
"2021-02-01 00:00:00","javascript","15285"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4373"
"2021-02-01 00:00:00","python","21423"
"2021-02-01 00:00:00","r","4327"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2262"
"2021-03-01 00:00:00","assembly","320"
"2021-03-01 00:00:00","c","2486"
"2021-03-01 00:00:00","c#","6395"
"2021-03-01 00:00:00","c++","4304"
"2021-03-01 00:00:00","delphi","255"
"2021-03-01 00:00:00","go","760"
"2021-03-01 00:00:00","java","8671"
"2021-03-01 00:00:00","javascript","16774"
"2021-03-01 00:00:00","perl","152"
"2021-03-01 00:00:00","php","4749"
"2021-03-01 00:00:00","python","23918"
"2021-03-01 00:00:00","r","5179"
"2021-03-01 00:00:00","ruby","498"
"2021-03-01 00:00:00","swift","2386"
"2021-04-01 00:00:00","assembly","320"
"2021-04-01 00:00:00","c","2300"
"2021-04-01 00:00:00","c#","5909"
"2021-04-01 00:00:00","c++","3947"
"2021-04-01 00:00:00","delphi","171"
"2021-04-01 00:00:00","go","626"
"2021-04-01 00:00:00","java","7929"
"2021-04-01 00:00:00","javascript","15858"
"2021-04-01 00:00:00","perl","137"
"2021-04-01 00:00:00","php","4322"
"2021-04-01 00:00:00","python","22723"
"2021-04-01 00:00:00","r","4799"
"2021-04-01 00:00:00","ruby","518"
"2021-04-01 00:00:00","swift","2112"
"2021-05-01 00:00:00","assembly","300"
"2021-05-01 00:00:00","c","2090"
"2021-05-01 00:00:00","c#","5749"
"2021-05-01 00:00:00","c++","4190"
"2021-05-01 00:00:00","delphi","169"
"2021-05-01 00:00:00","go","643"
"2021-05-01 00:00:00","java","7963"
"2021-05-01 00:00:00","javascript","15827"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4249"
"2021-05-01 00:00:00","python","22457"
"2021-05-01 00:00:00","r","4669"
"2021-05-01 00:00:00","ruby","400"
"2021-05-01 00:00:00","swift","1864"
"2021-06-01 00:00:00","assembly","261"
"2021-06-01 00:00:00","c","1868"
"2021-06-01 00:00:00","c#","5634"
"2021-06-01 00:00:00","c++","3829"
"2021-06-01 00:00:00","delphi","126"
"2021-06-01 00:00:00","go","608"
"2021-06-01 00:00:00","java","7600"
"2021-06-01 00:00:00","javascript","15025"
"2021-06-01 00:00:00","perl","154"
"2021-06-01 00:00:00","php","4085"
"2021-06-01 00:00:00","python","20947"
"2021-06-01 00:00:00","r","4286"
"2021-06-01 00:00:00","ruby","421"
"2021-06-01 00:00:00","swift","1803"
"2021-07-01 00:00:00","assembly","182"
"2021-07-01 00:00:00","c","1627"
"2021-07-01 00:00:00","c#","5214"
"2021-07-01 00:00:00","c++","3516"
"2021-07-01 00:00:00","delphi","140"
"2021-07-01 00:00:00","go","604"
"2021-07-01 00:00:00","java","6967"
"2021-07-01 00:00:00","javascript","14778"
"2021-07-01 00:00:00","perl","139"
"2021-07-01 00:00:00","php","3889"
"2021-07-01 00:00:00","python","20623"
"2021-07-01 00:00:00","r","4049"
"2021-07-01 00:00:00","ruby","445"
"2021-07-01 00:00:00","swift","1975"
"2021-08-01 00:00:00","assembly","163"
"2021-08-01 00:00:00","c","1532"
"2021-08-01 00:00:00","c#","5124"
"2021-08-01 00:00:00","c++","3253"
"2021-08-01 00:00:00","delphi","136"
"2021-08-01 00:00:00","go","746"
"2021-08-01 00:00:00","java","6775"
"2021-08-01 00:00:00","javascript","14683"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3883"
"2021-08-01 00:00:00","python","19867"
"2021-08-01 00:00:00","r","4040"
"2021-08-01 00:00:00","ruby","447"
"2021-08-01 00:00:00","swift","1900"
"2021-09-01 00:00:00","assembly","193"
"2021-09-01 00:00:00","c","1706"
"2021-09-01 00:00:00","c#","5064"
"2021-09-01 00:00:00","c++","3605"
"2021-09-01 00:00:00","delphi","135"
"2021-09-01 00:00:00","go","622"
"2021-09-01 00:00:00","java","6618"
"2021-09-01 00:00:00","javascript","14448"
"2021-09-01 00:00:00","perl","113"
"2021-09-01 00:00:00","php","3687"
"2021-09-01 00:00:00","python","19053"
"2021-09-01 00:00:00","r","3904"
"2021-09-01 00:00:00","ruby","446"
"2021-09-01 00:00:00","swift","1626"
"2021-10-01 00:00:00","assembly","203"
"2021-10-01 00:00:00","c","2096"
"2021-10-01 00:00:00","c#","5294"
"2021-10-01 00:00:00","c++","3737"
"2021-10-01 00:00:00","delphi","143"
"2021-10-01 00:00:00","go","700"
"2021-10-01 00:00:00","java","6595"
"2021-10-01 00:00:00","javascript","13859"
"2021-10-01 00:00:00","perl","127"
"2021-10-01 00:00:00","php","3592"
"2021-10-01 00:00:00","python","19836"
"2021-10-01 00:00:00","r","4181"
"2021-10-01 00:00:00","ruby","415"
"2021-10-01 00:00:00","swift","1567"
"2021-11-01 00:00:00","assembly","288"
"2021-11-01 00:00:00","c","2210"
"2021-11-01 00:00:00","c#","5616"
"2021-11-01 00:00:00","c++","3833"
"2021-11-01 00:00:00","delphi","141"
"2021-11-01 00:00:00","go","654"
"2021-11-01 00:00:00","java","6932"
"2021-11-01 00:00:00","javascript","13532"
"2021-11-01 00:00:00","perl","78"
"2021-11-01 00:00:00","php","3511"
"2021-11-01 00:00:00","python","20111"
"2021-11-01 00:00:00","r","4033"
"2021-11-01 00:00:00","ruby","393"
"2021-11-01 00:00:00","swift","1535"
"2021-12-01 00:00:00","assembly","266"
"2021-12-01 00:00:00","c","2110"
"2021-12-01 00:00:00","c#","5057"
"2021-12-01 00:00:00","c++","3592"
"2021-12-01 00:00:00","delphi","144"
"2021-12-01 00:00:00","go","728"
"2021-12-01 00:00:00","java","6213"
"2021-12-01 00:00:00","javascript","13125"
"2021-12-01 00:00:00","perl","102"
"2021-12-01 00:00:00","php","3260"
"2021-12-01 00:00:00","python","19106"
"2021-12-01 00:00:00","r","3549"
"2021-12-01 00:00:00","ruby","373"
"2021-12-01 00:00:00","swift","1429"
"2022-01-01 00:00:00","assembly","233"
"2022-01-01 00:00:00","c","1993"
"2022-01-01 00:00:00","c#","5493"
"2022-01-01 00:00:00","c++","3714"
"2022-01-01 00:00:00","delphi","142"
"2022-01-01 00:00:00","go","758"
"2022-01-01 00:00:00","java","6945"
"2022-01-01 00:00:00","javascript","14855"
"2022-01-01 00:00:00","perl","129"
"2022-01-01 00:00:00","php","3625"
"2022-01-01 00:00:00","python","20792"
"2022-01-01 00:00:00","r","3994"
"2022-01-01 00:00:00","ruby","453"
"2022-01-01 00:00:00","swift","1827"
"2022-02-01 00:00:00","assembly","225"
"2022-02-01 00:00:00","c","1774"
"2022-02-01 00:00:00","c#","5785"
"2022-02-01 00:00:00","c++","3451"
"2022-02-01 00:00:00","delphi","188"
"2022-02-01 00:00:00","go","687"
"2022-02-01 00:00:00","java","7218"
"2022-02-01 00:00:00","javascript","15318"
"2022-02-01 00:00:00","perl","97"
"2022-02-01 00:00:00","php","3676"
"2022-02-01 00:00:00","python","22444"
"2022-02-01 00:00:00","r","4323"
"2022-02-01 00:00:00","ruby","455"
"2022-02-01 00:00:00","swift","1864"
"2022-03-01 00:00:00","assembly","251"
"2022-03-01 00:00:00","c","2084"
"2022-03-01 00:00:00","c#","6439"
"2022-03-01 00:00:00","c++","3814"
"2022-03-01 00:00:00","delphi","132"
"2022-03-01 00:00:00","go","824"
"2022-03-01 00:00:00","java","8030"
"2022-03-01 00:00:00","javascript","16196"
"2022-03-01 00:00:00","perl","103"
"2022-03-01 00:00:00","php","3722"
"2022-03-01 00:00:00","python","24419"
"2022-03-01 00:00:00","r","5069"
"2022-03-01 00:00:00","ruby","526"
"2022-03-01 00:00:00","swift","2059"
"2022-04-01 00:00:00","assembly","264"
"2022-04-01 00:00:00","c","1851"
"2022-04-01 00:00:00","c#","5895"
"2022-04-01 00:00:00","c++","3823"
"2022-04-01 00:00:00","delphi","122"
"2022-04-01 00:00:00","go","753"
"2022-04-01 00:00:00","java","7776"
"2022-04-01 00:00:00","javascript","15870"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3768"
"2022-04-01 00:00:00","python","23414"
"2022-04-01 00:00:00","r","4763"
"2022-04-01 00:00:00","ruby","491"
"2022-04-01 00:00:00","swift","1761"
"2022-05-01 00:00:00","assembly","285"
"2022-05-01 00:00:00","c","1905"
"2022-05-01 00:00:00","c#","6243"
"2022-05-01 00:00:00","c++","3850"
"2022-05-01 00:00:00","delphi","129"
"2022-05-01 00:00:00","go","670"
"2022-05-01 00:00:00","java","7807"
"2022-05-01 00:00:00","javascript","15960"
"2022-05-01 00:00:00","perl","94"
"2022-05-01 00:00:00","php","3982"
"2022-05-01 00:00:00","python","23003"
"2022-05-01 00:00:00","r","4817"
"2022-05-01 00:00:00","ruby","501"
"2022-05-01 00:00:00","swift","1738"
"2022-06-01 00:00:00","assembly","247"
"2022-06-01 00:00:00","c","1654"
"2022-06-01 00:00:00","c#","6050"
"2022-06-01 00:00:00","c++","3376"
"2022-06-01 00:00:00","delphi","124"
"2022-06-01 00:00:00","go","734"
"2022-06-01 00:00:00","java","6999"
"2022-06-01 00:00:00","javascript","15121"
"2022-06-01 00:00:00","perl","124"
"2022-06-01 00:00:00","php","3820"
"2022-06-01 00:00:00","python","22161"
"2022-06-01 00:00:00","r","4402"
"2022-06-01 00:00:00","ruby","477"
"2022-06-01 00:00:00","swift","1787"
"2022-07-01 00:00:00","assembly","209"
"2022-07-01 00:00:00","c","1487"
"2022-07-01 00:00:00","c#","5957"
"2022-07-01 00:00:00","c++","3257"
"2022-07-01 00:00:00","delphi","127"
"2022-07-01 00:00:00","go","743"
"2022-07-01 00:00:00","java","6603"
"2022-07-01 00:00:00","javascript","15151"
"2022-07-01 00:00:00","perl","130"
"2022-07-01 00:00:00","php","3769"
"2022-07-01 00:00:00","python","22431"
"2022-07-01 00:00:00","r","4191"
"2022-07-01 00:00:00","ruby","450"
"2022-07-01 00:00:00","swift","1750"
"2022-08-01 00:00:00","assembly","177"
"2022-08-01 00:00:00","c","1505"
"2022-08-01 00:00:00","c#","6335"
"2022-08-01 00:00:00","c++","3240"
"2022-08-01 00:00:00","delphi","133"
"2022-08-01 00:00:00","go","852"
"2022-08-01 00:00:00","java","6529"
"2022-08-01 00:00:00","javascript","15563"
"2022-08-01 00:00:00","perl","118"
"2022-08-01 00:00:00","php","3764"
"2022-08-01 00:00:00","python","21929"
"2022-08-01 00:00:00","r","4342"
"2022-08-01 00:00:00","ruby","476"
"2022-08-01 00:00:00","swift","1743"
"2022-09-01 00:00:00","assembly","191"
"2022-09-01 00:00:00","c","1648"
"2022-09-01 00:00:00","c#","5741"
"2022-09-01 00:00:00","c++","3087"
"2022-09-01 00:00:00","delphi","148"
"2022-09-01 00:00:00","go","843"
"2022-09-01 00:00:00","java","6260"
"2022-09-01 00:00:00","javascript","14293"
"2022-09-01 00:00:00","perl","82"
"2022-09-01 00:00:00","php","3389"
"2022-09-01 00:00:00","python","20221"
"2022-09-01 00:00:00","r","4025"
"2022-09-01 00:00:00","ruby","474"
"2022-09-01 00:00:00","swift","1802"
"2022-10-01 00:00:00","assembly","242"
"2022-10-01 00:00:00","c","2012"
"2022-10-01 00:00:00","c#","5816"
"2022-10-01 00:00:00","c++","3219"
"2022-10-01 00:00:00","delphi","153"
"2022-10-01 00:00:00","go","741"
"2022-10-01 00:00:00","java","6517"
"2022-10-01 00:00:00","javascript","14113"
"2022-10-01 00:00:00","perl","82"
"2022-10-01 00:00:00","php","3383"
"2022-10-01 00:00:00","python","22119"
"2022-10-01 00:00:00","r","4530"
"2022-10-01 00:00:00","ruby","436"
"2022-10-01 00:00:00","swift","1637"
"2022-11-01 00:00:00","assembly","288"
"2022-11-01 00:00:00","c","2193"
"2022-11-01 00:00:00","c#","6072"
"2022-11-01 00:00:00","c++","3333"
"2022-11-01 00:00:00","delphi","116"
"2022-11-01 00:00:00","go","753"
"2022-11-01 00:00:00","java","6842"
"2022-11-01 00:00:00","javascript","14438"
"2022-11-01 00:00:00","perl","110"
"2022-11-01 00:00:00","php","3384"
"2022-11-01 00:00:00","python","23009"
"2022-11-01 00:00:00","r","4648"
"2022-11-01 00:00:00","ruby","467"
"2022-11-01 00:00:00","swift","1692"
"2022-12-01 00:00:00","assembly","293"
"2022-12-01 00:00:00","c","1915"
"2022-12-01 00:00:00","c#","5484"
"2022-12-01 00:00:00","c++","2991"
"2022-12-01 00:00:00","delphi","88"
"2022-12-01 00:00:00","go","653"
"2022-12-01 00:00:00","java","6232"
"2022-12-01 00:00:00","javascript","13057"
"2022-12-01 00:00:00","perl","96"
"2022-12-01 00:00:00","php","3103"
"2022-12-01 00:00:00","python","20062"
"2022-12-01 00:00:00","r","3738"
"2022-12-01 00:00:00","ruby","404"
"2022-12-01 00:00:00","swift","1530"
